Time_s,Amplitude
1.16,-1.14944005638567
1.17,-0.736019496224903
1.18,-0.342624388716253
1.19,0.420711419717193
1.2,0.237299764360971
1.21,0.292213823403105
1.22,0.241558753522343
1.23,0.320427792132982
1.24,0.501750201065829
1.25,0.648750071250106
1.26,1.79779041642246
1.27,1.11177204284874
1.28,0.928454502622236
1.29,0.364625591858236
1.3,0.146269715584905
1.31,-0.678662759491132
1.32,-1.07222801445665
1.33,-0.967077275262538
1.34,-0.776345772128588
1.35,-0.701559780295516
1.36,-0.827166310201931
1.37,-0.5602237722865
1.38,-1.37164904520603
1.39,-0.767344462104192
1.4,-0.575719236820621
1.41,-0.196517635951174
1.42,0.645865823532466
1.43,1.25286849297862
1.44,1.18696932723846
1.45,1.32498776566543
1.46,0.711213672423115
1.47,0.806903384989989
1.48,0.095718187609652
1.49,0.064289575840812
1.5,0.15182650904498
1.51,-0.22003279479371
1.52,0.450010660289597
1.53,-0.27851904323139
1.54,-0.890386051772286
1.55,-0.895445189578087
1.56,-1.34566507521855
1.57,-0.909596906023057
1.58,-0.773508172508365
1.59,0.111752489573435
1.6,0.247521111354172
1.61,0.889541529510732
1.62,0.707025969849219
1.63,0.588842803431523
1.64,0.480781790462114
1.65,0.550332458948306
1.66,0.710258832384262
1.67,1.12351502221458
1.68,1.25383403507533
1.69,0.54143369456116
1.7,0.205614190564359
1.71,-0.475739785961227
1.72,-0.976309532780725
1.73,-1.112760614672
1.74,-1.43762697105289
1.75,-0.851987562024726
1.76,-0.879418282165615
1.77,-0.272201504836615
1.78,0.057535102387386
1.79,-0.330489871401518
1.8,-0.543103095780441
1.81,0.089568445853446
1.82,0.475903223575428
1.83,0.790511765955427
1.84,1.40587689179274
1.85,1.67255518801019
1.86,1.31567146836737
1.87,1.2572818988785
1.88,0.207124103704119
1.89,-0.238373804636631
1.9,-0.751674158983724
1.91,-0.739704494958568
1.92,-0.477874307977887
1.93,-0.390521079949979
1.94,-0.626154151267577
1.95,-0.698485051487601
1.96,-1.11767795847849
1.97,-1.0040985070835
1.98,-1.04152919309491
1.99,-0.764868545518478
2,-0.244602792271227
2.01,0.7763431529021
2.02,1.15395495044367
2.03,1.25594809077649
2.04,0.746114037296534
2.05,0.598724387083096
2.06,0.234751665743244
2.07,0.336173562489881
2.08,0.19647324692852
2.09,0.748312683004269
2.1,0.619208809489221
2.11,0.135947605743434
2.12,-0.538541922745132
2.13,-1.03416608293456
2.14,-1.37293501435218
2.15,-1.44827102909294
2.16,-1.48002014919362
2.17,-0.697089352110659
2.18,-0.372326472167935
2.19,0.447398332281441
2.2,0.406512404144042
2.21,-0.013411105481497
2.22,0.572600845451852
2.22999999999999,0.3260822148547
2.23999999999999,0.330088793440161
2.24999999999999,0.967440018916289
2.25999999999999,1.40572298507869
2.26999999999999,0.928234167931904
2.27999999999999,0.568993124573918
2.28999999999999,0.00878254595728
2.29999999999999,-0.377594191021714
2.30999999999999,-1.09185495968047
2.31999999999999,-0.911642832971975
2.32999999999999,-1.26700772138295
2.33999999999999,-0.902742715154075
2.34999999999999,-0.59182909894125
2.35999999999999,-0.547525953404767
2.36999999999999,-0.798362834559613
2.37999999999999,-0.687924381861216
2.38999999999999,-0.883841003121788
2.39999999999999,-0.537873537862782
2.40999999999999,-0.12644584508713
2.41999999999999,0.415319182742756
2.42999999999999,1.39944455276432
2.43999999999999,1.34755964449355
2.44999999999999,1.14494340874381
2.45999999999999,0.559893350704069
2.46999999999999,0.578109790808638
2.47999999999999,-0.183447485000649
2.48999999999999,0.096178582928295
2.49999999999999,0.05792539791976
2.50999999999999,-0.016785269173743
2.51999999999999,-0.0230357727102
2.52999999999999,-0.675089553759544
2.53999999999999,-0.593978177923317
2.54999999999999,-1.26876596138887
2.55999999999999,-1.58411599516644
2.56999999999999,-0.979851531530732
2.57999999999999,-0.339312901571253
2.58999999999999,-0.051694275048342
2.59999999999999,0.333709456380453
2.60999999999999,0.495674916582161
2.61999999999999,0.283277143392661
2.62999999999999,0.872746184917572
2.63999999999999,0.787634781450758
2.64999999999999,0.724994626693311
2.65999999999999,0.83115183162449
2.66999999999999,1.01808332291795
2.67999999999999,0.81843253129744
2.68999999999999,0.906070202608429
2.69999999999998,0.435712181899708
2.70999999999998,-0.541607778581286
2.71999999999998,-0.746666767094219
2.72999999999998,-1.51754105693633
2.73999999999998,-1.47315851984488
2.74999999999998,-1.08001714326024
2.75999999999998,-0.674236915156091
2.76999999999998,-0.209469263464469
2.77999999999998,-0.003797304720289
2.78999999999998,-0.067132998440264
2.79999999999998,-0.837435626546722
2.80999999999998,-0.082882250634864
2.81999999999998,0.126777133545403
2.82999999999998,0.460970025995923
2.83999999999998,0.954971124396495
2.84999999999998,1.20635058990752
2.85999999999998,1.18366041089612
2.86999999999998,1.13007703484547
2.87999999999998,0.549632519417939
2.88999999999998,-0.028614123093872
2.89999999999998,-0.766456276095766
2.90999999999998,-0.523555879406661
2.91999999999998,-0.327178800198448
2.92999999999998,-0.338486604931066
2.93999999999998,-0.424829638973221
2.94999999999998,-0.936272852411155
2.95999999999998,-0.948819178209144
2.96999999999998,-0.937170768743932
2.97999999999998,-1.25166714017333
2.98999999999998,-1.04899191787838
2.99999999999998,0.12540454481453
3.00999999999998,0.787725253821548
3.01999999999998,1.214805325965
3.02999999999998,1.06780295229962
3.03999999999998,0.776809655539926
3.04999999999998,0.772769059697731
3.05999999999998,0.479227691578281
3.06999999999998,0.5233348243498
3.07999999999998,0.533802996027831
3.08999999999998,0.746486987660446
3.09999999999998,0.145516093924948
3.10999999999998,-0.032896806702501
3.11999999999998,-0.483437808530711
3.12999999999998,-1.31000477461514
3.13999999999998,-1.53750595402287
3.14999999999998,-1.58777896410516
3.15999999999998,-1.14944005638567
3.16999999999997,-0.736019496224903
3.17999999999997,-0.342624388716253
3.18999999999997,0.420711419717193
3.19999999999997,0.237299764360971
3.20999999999997,0.292213823403105
3.21999999999997,0.241558753522343
3.22999999999997,0.320427792132982
3.23999999999997,0.501750201065829
3.24999999999997,0.648750071250106
3.25999999999997,1.79779041642246
3.26999999999997,1.11177204284874
3.27999999999997,0.928454502622236
3.28999999999997,0.364625591858236
3.29999999999997,0.146269715584905
3.30999999999997,-0.678662759491132
3.31999999999997,-1.07222801445665
3.32999999999997,-0.967077275262538
3.33999999999997,-0.776345772128588
3.34999999999997,-0.701559780295516
3.35999999999997,-0.827166310201931
3.36999999999997,-0.5602237722865
3.37999999999997,-1.37164904520603
3.38999999999997,-0.767344462104192
3.39999999999997,-0.575719236820621
3.40999999999997,-0.196517635951174
3.41999999999997,0.645865823532466
3.42999999999997,1.25286849297862
3.43999999999997,1.18696932723846
3.44999999999997,1.32498776566543
3.45999999999997,0.711213672423115
3.46999999999997,0.806903384989989
3.47999999999997,0.095718187609652
3.48999999999997,0.064289575840812
3.49999999999997,0.15182650904498
3.50999999999997,-0.22003279479371
3.51999999999997,0.450010660289597
3.52999999999997,-0.27851904323139
3.53999999999997,-0.890386051772286
3.54999999999997,-0.895445189578087
3.55999999999997,-1.34566507521855
3.56999999999997,-0.909596906023057
3.57999999999997,-0.773508172508365
3.58999999999997,0.111752489573435
3.59999999999997,0.247521111354172
3.60999999999997,0.889541529510732
3.61999999999997,0.707025969849219
3.62999999999997,0.588842803431523
3.63999999999996,0.480781790462114
3.64999999999996,0.550332458948306
3.65999999999996,0.710258832384262
3.66999999999996,1.12351502221458
3.67999999999996,1.25383403507533
3.68999999999996,0.54143369456116
3.69999999999996,0.205614190564359
3.70999999999996,-0.475739785961227
3.71999999999996,-0.976309532780725
3.72999999999996,-1.112760614672
3.73999999999996,-1.43762697105289
3.74999999999996,-0.851987562024726
3.75999999999996,-0.879418282165615
3.76999999999996,-0.272201504836615
3.77999999999996,0.057535102387386
3.78999999999996,-0.330489871401518
3.79999999999996,-0.543103095780441
3.80999999999996,0.089568445853446
3.81999999999996,0.475903223575428
3.82999999999996,0.790511765955427
3.83999999999996,1.40587689179274
3.84999999999996,1.67255518801019
3.85999999999996,1.31567146836737
3.86999999999996,1.2572818988785
3.87999999999996,0.207124103704119
3.88999999999996,-0.238373804636631
3.89999999999996,-0.751674158983724
3.90999999999996,-0.739704494958568
3.91999999999996,-0.477874307977887
3.92999999999996,-0.390521079949979
3.93999999999996,-0.626154151267577
3.94999999999996,-0.698485051487601
3.95999999999996,-1.11767795847849
3.96999999999996,-1.0040985070835
3.97999999999996,-1.04152919309491
3.98999999999996,-0.764868545518478
3.99999999999996,-0.244602792271227
4.00999999999996,0.7763431529021
4.01999999999996,1.15395495044367
4.02999999999996,1.25594809077649
4.03999999999996,0.746114037296534
4.04999999999996,0.598724387083096
4.05999999999996,0.234751665743244
4.06999999999996,0.336173562489881
4.07999999999996,0.19647324692852
4.08999999999996,0.748312683004269
4.09999999999996,0.619208809489221
4.10999999999996,0.135947605743434
4.11999999999996,-0.538541922745132
4.12999999999995,-1.03416608293456
4.13999999999995,-1.37293501435218
4.14999999999995,-1.44827102909294
4.15999999999995,-1.48002014919362
4.16999999999995,-0.697089352110659
4.17999999999995,-0.372326472167935
4.18999999999995,0.447398332281441
4.19999999999995,0.406512404144042
4.20999999999995,-0.013411105481497
4.21999999999995,0.572600845451852
4.22999999999995,0.3260822148547
4.23999999999995,0.330088793440161
4.24999999999995,0.967440018916289
4.25999999999995,1.40572298507869
4.26999999999995,0.928234167931904
4.27999999999995,0.568993124573918
4.28999999999995,0.00878254595728
4.29999999999995,-0.377594191021714
4.30999999999995,-1.09185495968047
4.31999999999995,-0.911642832971975
4.32999999999995,-1.26700772138295
4.33999999999995,-0.902742715154075
4.34999999999995,-0.59182909894125
4.35999999999995,-0.547525953404767
4.36999999999995,-0.798362834559613
4.37999999999995,-0.687924381861216
4.38999999999995,-0.883841003121788
4.39999999999995,-0.537873537862782
4.40999999999995,-0.12644584508713
4.41999999999995,0.415319182742756
4.42999999999995,1.39944455276432
4.43999999999995,1.34755964449355
4.44999999999995,1.14494340874381
4.45999999999995,0.559893350704069
4.46999999999995,0.578109790808638
4.47999999999995,-0.183447485000649
4.48999999999995,0.096178582928295
4.49999999999995,0.05792539791976
4.50999999999995,-0.016785269173743
4.51999999999995,-0.0230357727102
4.52999999999995,-0.675089553759544
4.53999999999995,-0.593978177923317
4.54999999999995,-1.26876596138887
4.55999999999995,-1.58411599516644
4.56999999999995,-0.979851531530732
4.57999999999995,-0.339312901571253
4.58999999999995,-0.051694275048342
4.59999999999994,0.333709456380453
4.60999999999994,0.495674916582161
4.61999999999994,0.283277143392661
4.62999999999994,0.872746184917572
4.63999999999994,0.787634781450758
4.64999999999994,0.724994626693311
4.65999999999994,0.83115183162449
4.66999999999994,1.01808332291795
4.67999999999994,0.81843253129744
4.68999999999994,0.906070202608429
4.69999999999994,0.435712181899708
4.70999999999994,-0.541607778581286
4.71999999999994,-0.746666767094219
4.72999999999994,-1.51754105693633
4.73999999999994,-1.47315851984488
4.74999999999994,-1.08001714326024
4.75999999999994,-0.674236915156091
4.76999999999994,-0.209469263464469
4.77999999999994,-0.003797304720289
4.78999999999994,-0.067132998440264
4.79999999999994,-0.837435626546722
4.80999999999994,-0.082882250634864
4.81999999999994,0.126777133545403
4.82999999999994,0.460970025995923
4.83999999999994,0.954971124396495
4.84999999999994,1.20635058990752
4.85999999999994,1.18366041089612
4.86999999999994,1.13007703484547
4.87999999999994,0.549632519417939
4.88999999999994,-0.028614123093872
4.89999999999994,-0.766456276095766
4.90999999999994,-0.523555879406661
4.91999999999994,-0.327178800198448
4.92999999999994,-0.338486604931066
4.93999999999994,-0.424829638973221
4.94999999999994,-0.936272852411155
4.95999999999994,-0.948819178209144
4.96999999999994,-0.937170768743932
4.97999999999994,-1.25166714017333
4.98999999999994,-1.04899191787838
4.99999999999994,0.12540454481453
5.00999999999994,0.787725253821548
5.01999999999994,1.214805325965
5.02999999999994,1.06780295229962
5.03999999999994,0.776809655539926
5.04999999999994,0.772769059697731
5.05999999999994,0.479227691578281
5.06999999999993,0.5233348243498
5.07999999999993,0.533802996027831
5.08999999999993,0.746486987660446
5.09999999999993,0.145516093924948
5.10999999999993,-0.032896806702501
5.11999999999993,-0.483437808530711
5.12999999999993,-1.31000477461514
5.13999999999993,-1.53750595402287
5.14999999999993,-1.58777896410516
5.15999999999993,-1.14944005638567
5.16999999999993,-0.736019496224903
5.17999999999993,-0.342624388716253
5.18999999999993,0.420711419717193
5.19999999999993,0.237299764360971
5.20999999999993,0.292213823403105
5.21999999999993,0.241558753522343
5.22999999999993,0.320427792132982
5.23999999999993,0.501750201065829
5.24999999999993,0.648750071250106
5.25999999999993,1.79779041642246
5.26999999999993,1.11177204284874
5.27999999999993,0.928454502622236
5.28999999999993,0.364625591858236
5.29999999999993,0.146269715584905
5.30999999999993,-0.678662759491132
5.31999999999993,-1.07222801445665
5.32999999999993,-0.967077275262538
5.33999999999993,-0.776345772128588
5.34999999999993,-0.701559780295516
5.35999999999993,-0.827166310201931
5.36999999999993,-0.5602237722865
5.37999999999993,-1.37164904520603
5.38999999999993,-0.767344462104192
5.39999999999993,-0.575719236820621
5.40999999999993,-0.196517635951174
5.41999999999993,0.645865823532466
5.42999999999993,1.25286849297862
5.43999999999993,1.18696932723846
5.44999999999993,1.32498776566543
5.45999999999993,0.711213672423115
5.46999999999993,0.806903384989989
5.47999999999993,0.095718187609652
5.48999999999993,0.064289575840812
5.49999999999993,0.15182650904498
5.50999999999993,-0.22003279479371
5.51999999999993,0.450010660289597
5.52999999999993,-0.27851904323139
5.53999999999992,-0.890386051772286
5.54999999999992,-0.895445189578087
5.55999999999992,-1.34566507521855
5.56999999999992,-0.909596906023057
5.57999999999992,-0.773508172508365
5.58999999999992,0.111752489573435
5.59999999999992,0.247521111354172
5.60999999999992,0.889541529510732
5.61999999999992,0.707025969849219
5.62999999999992,0.588842803431523
5.63999999999992,0.480781790462114
5.64999999999992,0.550332458948306
5.65999999999992,0.710258832384262
5.66999999999992,1.12351502221458
5.67999999999992,1.25383403507533
5.68999999999992,0.54143369456116
5.69999999999992,0.205614190564359
5.70999999999992,-0.475739785961227
5.71999999999992,-0.976309532780725
5.72999999999992,-1.112760614672
5.73999999999992,-1.43762697105289
5.74999999999992,-0.851987562024726
5.75999999999992,-0.879418282165615
5.76999999999992,-0.272201504836615
5.77999999999992,0.057535102387386
5.78999999999992,-0.330489871401518
5.79999999999992,-0.543103095780441
5.80999999999992,0.089568445853446
5.81999999999992,0.475903223575428
5.82999999999992,0.790511765955427
5.83999999999992,1.40587689179274
5.84999999999992,1.67255518801019
5.85999999999992,1.31567146836737
5.86999999999992,1.2572818988785
5.87999999999992,0.207124103704119
5.88999999999992,-0.238373804636631
5.89999999999992,-0.751674158983724
5.90999999999992,-0.739704494958568
5.91999999999992,-0.477874307977887
5.92999999999992,-0.390521079949979
5.93999999999992,-0.626154151267577
5.94999999999992,-0.698485051487601
5.95999999999992,-1.11767795847849
5.96999999999992,-1.0040985070835
5.97999999999992,-1.04152919309491
5.98999999999992,-0.764868545518478
